srr	condition_type	treatment	conc_intens	start_time	end_time	time_unit
SRR10312759	treatment	HCMV strain TB40/E IE2F	MOI 3	-72	0	hr
SRR10312759	vehicle	DMSO	NA or not known	-6	0	hr
SRR10312759	treatment	phosphonoformic acid	400 microg/mL	-6	0	hr
SRR10312760	treatment	HCMV strain TB40/E IE2F	MOI 3	-72	0	hr
SRR10312760	treatment	dTag7	200 nM	-6	0	hr
SRR10312760	treatment	phosphonoformic acid	400 microg/mL	-6	0	hr
SRR10312761	treatment	HCMV strain TB40/E IE2	MOI 3	-24	0	hr
SRR10312762	treatment	HCMV strain TB40/E IE2	MOI 3	-72	0	hr
SRR10312763	treatment	HCMV strain TB40/E IE2	MOI 3	-72	0	hr
SRR10312763	treatment	phosphonoformic acid	400 microg/mL	-72	0	hr
SRR10760415	treatment	HCMV strain TB40/E IE2	MOI 3	-24	0	hr
SRR10760415	treatment	flavopiridol	1 microM	-1	0	hr
SRR10760416	treatment	HCMV strain TB40/E IE2	MOI 3	-72	0	hr
SRR10760416	treatment	flavopiridol	1 microM	-1	0	hr
SRR10760417	treatment	HCMV strain TB40/E IE2	MOI 3	-72	0	hr
SRR10760417	treatment	phosphonoformic acid	400 microg/mL	-72	0	hr
SRR10760417	treatment	flavopiridol	1 microM	-1	0	hr
SRR11785044	no treatment					
SRR11785045	no treatment					
SRR11785046	no treatment					
SRR11785047	no treatment					
SRR11785048	no treatment					
SRR11785049	no treatment					
SRR11785050	no treatment					
SRR11785051	no treatment					
SRR5799635	vehicle	DMSO	0.1%	-1	0	hr
SRR5799636	treatment	flavopiridol	1 microM	-1	0	hr
SRR10441340	treatment	doxycycline	1 microg/mL	-7	0	day
SRR10441341	treatment	doxycycline	1 microg/mL	-7	0	day
SRR10441342	treatment	doxycycline	1 microg/mL	-7	0	day
SRR10441343	treatment	doxycycline	1 microg/mL	-7	0	day
SRR10441344	treatment	doxycycline	1 microg/mL	-7	0	day
SRR10441345	treatment	doxycycline	1 microg/mL	-7	0	day
SRR10441346	treatment	doxycycline	1 microg/mL	-7	0	day
SRR10441347	treatment	doxycycline	1 microg/mL	-7	0	day
SRR10441348	treatment	doxycycline	1 microg/mL	-7	0	day
SRR10441349	treatment	doxycycline	1 microg/mL	-7	0	day
SRR10441350	treatment	doxycycline	1 microg/mL	-7	0	day
SRR10441351	treatment	doxycycline	1 microg/mL	-7	0	day
SRR10441352	treatment	doxycycline	1 microg/mL	-7	0	day
SRR10441353	treatment	doxycycline	1 microg/mL	-7	0	day
SRR10441354	treatment	doxycycline	1 microg/mL	-7	0	day
SRR10441355	treatment	doxycycline	1 microg/mL	-7	0	day
SRR10441356	treatment	doxycycline	1 microg/mL	-7	0	day
SRR10441357	treatment	doxycycline	1 microg/mL	-7	0	day
SRR10441358	treatment	doxycycline	1 microg/mL	-7	0	day
SRR10441359	treatment	doxycycline	1 microg/mL	-7	0	day
SRR10441360	treatment	doxycycline	1 microg/mL	-7	0	day
SRR10441361	treatment	doxycycline	1 microg/mL	-7	0	day
SRR10441362	treatment	doxycycline	1 microg/mL	-7	0	day
SRR10441363	treatment	doxycycline	1 microg/mL	-7	0	day
SRR5359616	no treatment					
SRR5359617	no treatment					
SRR5359618	treatment	phorbol myristate acetate	100 nM	-72	0	hr
SRR5359619	treatment	phorbol myristate acetate	100 nM	-72	0	hr
SRR6290499	vehicle	growth media	NA or not known	-6	0	hr
SRR6290500	vehicle	growth media	NA or not known	-6	0	hr
SRR6290501	vehicle	growth media	NA or not known	-6	0	hr
SRR6290502	vehicle	growth media	NA or not known	-6	0	hr
SRR6290503	treatment	indoleacetic acid	500 microM	-6	0	hr
SRR6290504	treatment	indoleacetic acid	500 microM	-6	0	hr
SRR6290505	treatment	indoleacetic acid	500 microM	-6	0	hr
SRR6290506	treatment	indoleacetic acid	500 microM	-6	0	hr
SRR6290507	vehicle	growth media	NA or not known	-6	0	hr
SRR6290508	vehicle	growth media	NA or not known	-6	0	hr
SRR6290509	vehicle	growth media	NA or not known	-6	0	hr
SRR6290510	vehicle	growth media	NA or not known	-6	0	hr
SRR6290511	treatment	indoleacetic acid	500 microM	-6	0	hr
SRR6290512	treatment	indoleacetic acid	500 microM	-6	0	hr
SRR6290513	treatment	indoleacetic acid	500 microM	-6	0	hr
SRR6290514	treatment	indoleacetic acid	500 microM	-6	0	hr
SRR6290515	vehicle	growth media	NA or not known	-6	0	hr
SRR6290516	vehicle	growth media	NA or not known	-6	0	hr
SRR6290517	vehicle	growth media	NA or not known	-6	0	hr
SRR6290518	vehicle	growth media	NA or not known	-6	0	hr
SRR6290519	treatment	indoleacetic acid	500 microM	-6	0	hr
SRR6290520	treatment	indoleacetic acid	500 microM	-6	0	hr
SRR6290521	treatment	indoleacetic acid	500 microM	-6	0	hr
SRR6290522	treatment	indoleacetic acid	500 microM	-6	0	hr
SRR6290523	vehicle	growth media	NA or not known	-6	0	hr
SRR6290524	vehicle	growth media	NA or not known	-6	0	hr
SRR6290525	vehicle	growth media	NA or not known	-6	0	hr
SRR6290526	vehicle	growth media	NA or not known	-6	0	hr
SRR6290527	treatment	indoleacetic acid	500 microM	-6	0	hr
SRR6290528	treatment	indoleacetic acid	500 microM	-6	0	hr
SRR6290529	treatment	indoleacetic acid	500 microM	-6	0	hr
SRR6290530	treatment	indoleacetic acid	500 microM	-6	0	hr
SRR6290531	vehicle	growth media	NA or not known	-6	0	hr
SRR6290532	vehicle	growth media	NA or not known	-6	0	hr
SRR6290533	vehicle	growth media	NA or not known	-6	0	hr
SRR6290534	vehicle	growth media	NA or not known	-6	0	hr
SRR6290535	treatment	indoleacetic acid	500 microM	-6	0	hr
SRR6290536	treatment	indoleacetic acid	500 microM	-6	0	hr
SRR6290537	treatment	indoleacetic acid	500 microM	-6	0	hr
SRR6290538	treatment	indoleacetic acid	500 microM	-6	0	hr
SRR6290539	vehicle	growth media	NA or not known	-6	0	hr
SRR6290540	vehicle	growth media	NA or not known	-6	0	hr
SRR6290541	vehicle	growth media	NA or not known	-6	0	hr
SRR6290542	vehicle	growth media	NA or not known	-6	0	hr
SRR6290543	treatment	indoleacetic acid	500 microM	-6	0	hr
SRR6290544	treatment	indoleacetic acid	500 microM	-6	0	hr
SRR6290545	treatment	indoleacetic acid	500 microM	-6	0	hr
SRR6290546	treatment	indoleacetic acid	500 microM	-6	0	hr
SRR6290547	vehicle	growth media	NA or not known	-6	0	hr
SRR6290548	vehicle	growth media	NA or not known	-6	0	hr
SRR6290549	vehicle	growth media	NA or not known	-6	0	hr
SRR6290550	vehicle	growth media	NA or not known	-6	0	hr
SRR6290551	treatment	indoleacetic acid	500 microM	-6	0	hr
SRR6290552	treatment	indoleacetic acid	500 microM	-6	0	hr
SRR6290553	treatment	indoleacetic acid	500 microM	-6	0	hr
SRR6290554	treatment	indoleacetic acid	500 microM	-6	0	hr
SRR6290555	vehicle	growth media	NA or not known	-6	0	hr
SRR6290556	vehicle	growth media	NA or not known	-6	0	hr
SRR6290557	vehicle	growth media	NA or not known	-6	0	hr
SRR6290558	vehicle	growth media	NA or not known	-6	0	hr
SRR6290559	treatment	indoleacetic acid	500 microM	-6	0	hr
SRR6290560	treatment	indoleacetic acid	500 microM	-6	0	hr
SRR6290561	treatment	indoleacetic acid	500 microM	-6	0	hr
SRR6290562	treatment	indoleacetic acid	500 microM	-6	0	hr
SRR8706163	vehicle	DMSO	NA or not known	-24	0	hr
SRR8706164	vehicle	DMSO	NA or not known	-24	0	hr
SRR8706165	vehicle	DMSO	NA or not known	-24	0	hr
SRR8706166	treatment	A771726	25 microM	-24	0	hr
SRR8706167	treatment	A771726	25 microM	-24	0	hr
SRR8706168	treatment	A771726	25 microM	-24	0	hr
SRR8706169	treatment	A771726	25 microM	-24	0	hr
SRR8706169	treatment	nucleotides	NA or not known	-24	0	hr
SRR8706170	treatment	A771726	25 microM	-24	0	hr
SRR8706170	treatment	nucleotides	NA or not known	-24	0	hr
SRR8706171	treatment	A771726	25 microM	-24	0	hr
SRR8706171	treatment	nucleotides	NA or not known	-24	0	hr
SRR12699328	treatment	BRM014	1 microM	-10	0	min
SRR12699329	treatment	BRM014	1 microM	-10	0	min
SRR12699330	treatment	BRM014	1 microM	-1	0	hr
SRR12699331	treatment	BRM014	1 microM	-1	0	hr
SRR12699332	treatment	BRM014	1 microM	-30	0	min
SRR12699333	treatment	BRM014	1 microM	-30	0	min
SRR12699334	vehicle	DMSO	NA or not known	-1	0	hr
SRR12699335	vehicle	DMSO	NA or not known	-1	0	hr
SRR12699336	vehicle	DMSO	NA or not known	-3	0	hr
SRR12699337	vehicle	DMSO	NA or not known	-3	0	hr
SRR12699338	treatment	dTAG47	300 nM	-3	0	hr
SRR12699339	treatment	dTAG47	300 nM	-3	0	hr
SRR12699340	vehicle	DMSO	NA or not known	-3	0	hr
SRR12699341	vehicle	DMSO	NA or not known	-3	0	hr
SRR12699342	treatment	dTAG47	300 nM	-3	0	hr
SRR12699343	treatment	dTAG47	300 nM	-3	0	hr
SRR12091767	no treatment					
SRR12091768	no treatment					
SRR12091769	no treatment					
SRR12091770	no treatment					
SRR12091771	treatment	dTAG47	500 nM	-30	0	min
SRR12091772	treatment	dTAG47	500 nM	-30	0	min
SRR12091773	treatment	dTAG47	500 nM	-1	0	hr
SRR12091774	treatment	dTAG47	500 nM	-1	0	hr
SRR12091775	treatment	dTAG47	500 nM	-2	0	hr
SRR12091776	treatment	dTAG47	500 nM	-2	0	hr
SRR12091777	treatment	dTAG47	500 nM	-6	0	hr
SRR12091778	treatment	dTAG47	500 nM	-6	0	hr
SRR12091779	treatment	dTAG47	500 nM	-24	0	hr
SRR12091780	treatment	dTAG47	500 nM	-24	0	hr
SRR12091781	treatment	GSK2879552	100 nM	-24	0	hr
SRR12091782	treatment	GSK2879552	100 nM	-24	0	hr
SRR12091783	treatment	dTAG47	500 nM	-24	0	hr
SRR12091783	treatment	GSK2879552	100 nM	-24	0	hr
SRR12091784	treatment	dTAG47	500 nM	-24	0	hr
SRR12091784	treatment	GSK2879552	100 nM	-24	0	hr
SRR8544024	treatment	hydroxytamoxifen	20 nM	-24	0	hr
SRR8544025	treatment	hydroxytamoxifen	20 nM	-24	0	hr
SRR8544026	treatment	hydroxytamoxifen	20 nM	-24	0	hr
SRR8544027	treatment	hydroxytamoxifen	20 nM	-24	0	hr
SRR8544028	treatment	hydroxytamoxifen	20 nM	-24	0	hr
SRR8544029	treatment	hydroxytamoxifen	20 nM	-24	0	hr
SRR8669162	no treatment					
SRR8669163	no treatment					
SRR8669164	treatment	heat shock	42 Celsius	-30	0	hr
SRR8669165	treatment	heat shock	42 Celsius	-30	0	hr
SRR8669166	treatment	heat shock	42 Celsius	-1	0	hr
SRR8669167	treatment	heat shock	42 Celsius	-103	-102	hr
SRR8669167	treatment	heat shock	42 Celsius	-100	-99	hr
SRR8669167	treatment	heat shock	42 Celsius	-97	-96	hr
SRR8669167	treatment	heat shock	42 Celsius	-79	-78	hr
SRR8669167	treatment	heat shock	42 Celsius	-76	-75	hr
SRR8669167	treatment	heat shock	42 Celsius	-73	-72	hr
SRR8669167	treatment	heat shock	42 Celsius	-55	-54	hr
SRR8669167	treatment	heat shock	42 Celsius	-52	-51	hr
SRR8669167	treatment	heat shock	42 Celsius	-49	-48	hr
SRR8669168	treatment	heat shock	42 Celsius	-103	-102	hr
SRR8669168	treatment	heat shock	42 Celsius	-100	-99	hr
SRR8669168	treatment	heat shock	42 Celsius	-97	-96	hr
SRR8669168	treatment	heat shock	42 Celsius	-79	-78	hr
SRR8669168	treatment	heat shock	42 Celsius	-76	-75	hr
SRR8669168	treatment	heat shock	42 Celsius	-73	-72	hr
SRR8669168	treatment	heat shock	42 Celsius	-55	-54	hr
SRR8669168	treatment	heat shock	42 Celsius	-52	-51	hr
SRR8669168	treatment	heat shock	42 Celsius	-49	-48	hr
SRR8669169	treatment	heat shock	42 Celsius	-6210	-6150	min
SRR8669169	treatment	heat shock	42 Celsius	-6030	-5970	min
SRR8669169	treatment	heat shock	42 Celsius	-5850	-5790	min
SRR8669169	treatment	heat shock	42 Celsius	-4770	-4710	min
SRR8669169	treatment	heat shock	42 Celsius	-4590	-4530	min
SRR8669169	treatment	heat shock	42 Celsius	-4410	-4350	min
SRR8669169	treatment	heat shock	42 Celsius	-3330	-3270	min
SRR8669169	treatment	heat shock	42 Celsius	-3150	-3090	min
SRR8669169	treatment	heat shock	42 Celsius	-2970	-2910	min
SRR8669169	treatment	heat shock	42 Celsius	-30	0	min
SRR8669170	treatment	heat shock	42 Celsius	-6210	-6150	min
SRR8669170	treatment	heat shock	42 Celsius	-6030	-5970	min
SRR8669170	treatment	heat shock	42 Celsius	-5850	-5790	min
SRR8669170	treatment	heat shock	42 Celsius	-4770	-4710	min
SRR8669170	treatment	heat shock	42 Celsius	-4590	-4530	min
SRR8669170	treatment	heat shock	42 Celsius	-4410	-4350	min
SRR8669170	treatment	heat shock	42 Celsius	-3330	-3270	min
SRR8669170	treatment	heat shock	42 Celsius	-3150	-3090	min
SRR8669170	treatment	heat shock	42 Celsius	-2970	-2910	min
SRR8669170	treatment	heat shock	42 Celsius	-30	0	min
SRR8669171	treatment	heat shock	42 Celsius	-104	-103	hr
SRR8669171	treatment	heat shock	42 Celsius	-101	-100	hr
SRR8669171	treatment	heat shock	42 Celsius	-98	-97	hr
SRR8669171	treatment	heat shock	42 Celsius	-80	-79	hr
SRR8669171	treatment	heat shock	42 Celsius	-77	-76	hr
SRR8669171	treatment	heat shock	42 Celsius	-74	-73	hr
SRR8669171	treatment	heat shock	42 Celsius	-56	-55	hr
SRR8669171	treatment	heat shock	42 Celsius	-53	-52	hr
SRR8669171	treatment	heat shock	42 Celsius	-50	-49	hr
SRR8669171	treatment	heat shock	42 Celsius	-1	0	hr
SRR8669172	no treatment					
SRR8669173	treatment	heat shock	42 Celsius	-30	0	hr
SRR8669174	treatment	heat shock	42 Celsius	-1	0	hr
SRR8669175	treatment	heat shock	42 Celsius	-103	-102	hr
SRR8669175	treatment	heat shock	42 Celsius	-100	-99	hr
SRR8669175	treatment	heat shock	42 Celsius	-97	-96	hr
SRR8669175	treatment	heat shock	42 Celsius	-79	-78	hr
SRR8669175	treatment	heat shock	42 Celsius	-76	-75	hr
SRR8669175	treatment	heat shock	42 Celsius	-73	-72	hr
SRR8669175	treatment	heat shock	42 Celsius	-55	-54	hr
SRR8669175	treatment	heat shock	42 Celsius	-52	-51	hr
SRR8669175	treatment	heat shock	42 Celsius	-49	-48	hr
SRR8669176	treatment	heat shock	42 Celsius	-6210	-6150	min
SRR8669176	treatment	heat shock	42 Celsius	-6030	-5970	min
SRR8669176	treatment	heat shock	42 Celsius	-5850	-5790	min
SRR8669176	treatment	heat shock	42 Celsius	-4770	-4710	min
SRR8669176	treatment	heat shock	42 Celsius	-4590	-4530	min
SRR8669176	treatment	heat shock	42 Celsius	-4410	-4350	min
SRR8669176	treatment	heat shock	42 Celsius	-3330	-3270	min
SRR8669176	treatment	heat shock	42 Celsius	-3150	-3090	min
SRR8669176	treatment	heat shock	42 Celsius	-2970	-2910	min
SRR8669176	treatment	heat shock	42 Celsius	-30	0	min
SRR8669177	treatment	heat shock	42 Celsius	-104	-103	hr
SRR8669177	treatment	heat shock	42 Celsius	-101	-100	hr
SRR8669177	treatment	heat shock	42 Celsius	-98	-97	hr
SRR8669177	treatment	heat shock	42 Celsius	-80	-79	hr
SRR8669177	treatment	heat shock	42 Celsius	-77	-76	hr
SRR8669177	treatment	heat shock	42 Celsius	-74	-73	hr
SRR8669177	treatment	heat shock	42 Celsius	-56	-55	hr
SRR8669177	treatment	heat shock	42 Celsius	-53	-52	hr
SRR8669177	treatment	heat shock	42 Celsius	-50	-49	hr
SRR8669177	treatment	heat shock	42 Celsius	-1	0	hr
SRR8713360	no treatment					
SRR8713361	no treatment					
SRR8713362	treatment	heat shock	42 Celsius	-25	0	min
SRR8713363	treatment	heat shock	42 Celsius	-25	0	min
SRR8713364	treatment	heat shock	42 Celsius	-40	0	min
SRR8713365	treatment	heat shock	42 Celsius	-40	0	min
SRR8713366	treatment	heat shock	42 Celsius	-60	0	min
SRR8713367	treatment	heat shock	42 Celsius	-60	0	min
SRR8713368	treatment	heat shock	42 Celsius	-6	-5	hr
SRR8713369	treatment	heat shock	42 Celsius	-6	-5	hr
SRR8713370	treatment	heat shock	42 Celsius	-6	-5	hr
SRR8713371	treatment	heat shock	42 Celsius	-50	-49	hr
SRR8713372	treatment	heat shock	42 Celsius	-50	-49	hr
SRR8713373	treatment	heat shock	42 Celsius	-50	-49	hr
SRR8713374	treatment	heat shock	42 Celsius	-180750	-177150	s
SRR8713374	treatment	heat shock	42 Celsius	-750	0	s
SRR8713375	treatment	heat shock	42 Celsius	-180750	-177150	s
SRR8713375	treatment	heat shock	42 Celsius	-750	0	s
SRR8713376	treatment	heat shock	42 Celsius	-3025	-2965	min
SRR8713376	treatment	heat shock	42 Celsius	-25	0	min
SRR8713377	treatment	heat shock	42 Celsius	-3025	-2965	min
SRR8713377	treatment	heat shock	42 Celsius	-25	0	min
SRR8713378	treatment	heat shock	42 Celsius	-3040	-2980	min
SRR8713378	treatment	heat shock	42 Celsius	-40	0	min
SRR8713379	treatment	heat shock	42 Celsius	-3040	-2980	min
SRR8713379	treatment	heat shock	42 Celsius	-40	0	min
SRR9833428	no treatment					
SRR9833429	no treatment					
SRR9833430	no treatment					
SRR9833431	no treatment					
SRR9833432	no treatment					
SRR9833433	no treatment					
SRR9833434	no treatment					
SRR9833435	no treatment					
SRR6498830	treatment	doxycycline	1 microg/mL	-24	0	hr
SRR6498831	treatment	doxycycline	1 microg/mL	-24	0	hr
SRR6498832	treatment	doxycycline	1 microg/mL	-24	0	hr
SRR6498833	treatment	doxycycline	1 microg/mL	-24	0	hr
SRR6498834	treatment	doxycycline	1 microg/mL	-24	0	hr
SRR6498835	treatment	doxycycline	1 microg/mL	-24	0	hr
SRR6498836	treatment	doxycycline	1 microg/mL	-24	0	hr
SRR6498837	treatment	doxycycline	1 microg/mL	-24	0	hr
SRR6498838	treatment	doxycycline	1 microg/mL	-24	0	hr
SRR7741169	no treatment					
SRR7741170	no treatment					
SRR7741171	no treatment					
SRR7741172	no treatment					
SRR7741173	no treatment					
SRR7741174	no treatment					
SRR7741175	no treatment					
SRR7741176	no treatment					
SRR7741177	no treatment					
SRR7741178	no treatment					
SRR7741179	no treatment					
SRR7741180	no treatment					
SRR8364243	no treatment					
SRR8364244	no treatment					
SRR8364245	treatment	embryoid body differentiation protocol	NA or not known	-3	0	day
SRR8364246	treatment	embryoid body differentiation protocol	NA or not known	-3	0	day
SRR8364247	treatment	embryoid body differentiation protocol	NA or not known	-7	0	day
SRR8364248	treatment	embryoid body differentiation protocol	NA or not known	-7	0	day
SRR8812163	no treatment					
SRR8812164	no treatment					
SRR8812165	no treatment					
SRR8812166	no treatment					
SRR8812167	no treatment					
SRR8812168	no treatment					
SRR10067473	no treatment					
SRR10067474	no treatment					
SRR10067475	treatment	JQ1	NA or not known	-2	0	hr
SRR10067476	treatment	JQ1	NA or not known	-2	0	hr
SRR10067477	treatment	LBH589	50 nM	-2	0	hr
SRR10067478	treatment	LBH589	50 nM	-2	0	hr
SRR10067479	treatment	LBH589	50 nM	-6	0	hr
SRR10067480	treatment	LBH589	50 nM	-6	0	hr
SRR8283303	no treatment					
SRR8283304	no treatment					
SRR8283305	treatment	lipopolysaccharide	10 ng/mL	-30	0	min
SRR8283306	treatment	lipopolysaccharide	10 ng/mL	-30	0	min
SRR8283307	no treatment					
SRR8283308	no treatment					
SRR8283309	treatment	lipopolysaccharide	10 ng/mL	-30	0	min
SRR8283310	treatment	lipopolysaccharide	10 ng/mL	-30	0	min
SRR11554696	no treatment					
SRR11554697	no treatment					
SRR11554698	no treatment					
SRR11554699	treatment	doxycycline	1 microg/mL	-1	0	day
SRR11554700	treatment	doxycycline	1 microg/mL	-1	0	day
SRR11554701	treatment	doxycycline	1 microg/mL	-1	0	day
SRR11554702	no treatment					
SRR11554703	no treatment					
SRR11554704	no treatment					
SRR11554705	treatment	doxycycline	1 microg/mL	-1	0	day
SRR11554706	treatment	doxycycline	1 microg/mL	-1	0	day
SRR11554707	treatment	doxycycline	1 microg/mL	-1	0	day
SRR11554708	no treatment					
SRR11554709	no treatment					
SRR11554710	no treatment					
SRR11554711	no treatment					
SRR11554712	no treatment					
SRR11554713	no treatment					
SRR11554714	treatment	doxycycline	1 microg/mL	-1	0	day
SRR11554715	treatment	doxycycline	1 microg/mL	-1	0	day
SRR11554716	treatment	doxycycline	1 microg/mL	-1	0	day
SRR11554717	treatment	doxycycline	1 microg/mL	-1	0	day
SRR11554718	treatment	doxycycline	1 microg/mL	-1	0	day
SRR11554719	treatment	doxycycline	1 microg/mL	-1	0	day
SRR11554720	no treatment					
SRR11554721	no treatment					
SRR11554722	no treatment					
SRR11554723	no treatment					
SRR9825093	treatment	phenylephrine	20 microM	-1	0	hr
SRR9825094	treatment	phenylephrine	20 microM	-1	0	hr
SRR9825095	no treatment					
SRR9825096	no treatment					
SRR9825097	treatment	phenylephrine	20 microM	-1	0	hr
SRR9825098	treatment	phenylephrine	20 microM	-1	0	hr
SRR9825099	treatment	phenylephrine	20 microM	-1	0	hr
SRR9825100	treatment	phenylephrine	20 microM	-1	0	hr
SRR9825101	no treatment					
SRR9825102	no treatment					
SRR11024606	no treatment					
SRR11024607	treatment	auxin	500 microM	-1	0	hr
SRR11024608	treatment	auxin	500 microM	-4	0	hr
SRR11024609	treatment	auxin	500 microM	-1	0	day
SRR11024610	no treatment					
SRR11024611	treatment	auxin	500 microM	-2	0	hr
SRR11024612	treatment	auxin	500 microM	-1	0	day
SRR11024613	no treatment					
SRR11024614	treatment	auxin	500 microM	-2	0	hr
SRR11024615	treatment	auxin	500 microM	-1	0	day
SRR11024616	vehicle	DMSO	NA or not known	-1	0	hr
SRR11024617	vehicle	DMSO	NA or not known	-3	-2	hr
SRR11024617	treatment	auxin	500 microM	-2	0	hr
SRR11024618	treatment	flavopiridol	1 microM	-3	-2	hr
SRR11024618	treatment	auxin	500 microM	-2	0	hr
SRR11024619	treatment	flavopiridol	1 microM	-3	-2	hr
SRR11024619	treatment	auxin	500 microM	-2	0	hr
SRR11024620	vehicle	DMSO	NA or not known	-1	0	hr
SRR11024621	treatment	NVP2	250 nM	-1	0	hr
